,age,location,family_size,studytime,attendance,english,math,science,social_science,art_culture,total_score,average_score,stu_group
463,18,2,6,5,90,92,89,91,90,85,447,89.4,2
464,19,1,4,6,68,63,67,60,66,71,327,65.4,0
465,18,2,5,7,91,80,83,81,85,78,407,81.4,2
466,18,0,6,4,90,85,92,90,83,80,430,86.0,2
467,19,1,3,5,84,75,70,68,86,65,364,72.8,1
468,18,2,4,6,84,55,48,60,62,65,290,58.0,0
469,16,0,5,6,92,82,85,89,80,84,420,84.0,2
470,16,1,5,5,86,68,70,72,68,69,347,69.4,1
471,18,2,5,7,90,92,91,88,87,90,448,89.6,2
472,18,0,6,6,45,60,63,62,61,58,304,60.8,0
473,18,1,4,4,72,72,71,71,74,76,364,72.8,1
474,18,2,4,5,93,89,92,91,87,88,447,89.4,2
475,18,0,3,5,84,80,78,75,74,73,380,76.0,1
476,18,1,3,6,70,67,65,62,64,62,320,64.0,0
477,16,2,4,4,90,85,89,87,82,80,423,84.6,2
478,18,0,4,2,83,76,75,80,78,75,384,76.8,1
479,17,1,3,3,69,58,60,59,57,66,300,60.0,0
480,17,2,5,2,91,83,85,87,80,92,427,85.4,2
481,18,0,5,4,89,62,64,60,66,65,317,63.4,1
482,18,1,4,5,90,91,90,89,87,86,443,88.6,2
483,18,2,4,6,83,78,71,72,74,86,381,76.2,1
484,19,0,3,5,86,69,67,65,63,64,328,65.6,0
485,17,1,3,4,55,88,85,83,82,80,418,83.6,2
486,17,2,4,4,77,82,85,87,80,83,417,83.4,2
487,18,0,4,5,45,70,71,72,86,72,371,74.2,1
488,19,1,3,6,67,88,84,86,83,85,426,85.2,2
489,18,2,5,6,63,78,71,80,77,79,385,77.0,2
490,16,0,5,5,52,71,70,73,69,72,355,71.0,1
491,17,1,6,7,71,83,86,84,85,92,430,86.0,2
492,18,2,3,6,56,65,70,68,66,86,355,71.0,0
493,19,0,5,4,67,75,70,71,73,86,375,75.0,1
494,16,1,4,5,83,87,89,86,88,84,434,86.8,2
495,18,2,3,4,72,73,70,75,72,86,376,75.2,1
496,18,0,4,3,74,78,71,73,86,71,379,75.8,1
497,19,0,3,2,69,65,68,66,86,69,354,70.8,0
498,18,0,5,6,92,85,84,87,82,80,418,83.6,2
499,18,1,6,5,82,69,70,68,66,86,359,71.8,1
500,15,2,4,8,93,78,71,79,77,75,380,76.0,2
501,17,0,3,7,86,68,70,72,69,86,365,73.0,1
502,15,1,7,6,86,89,85,87,86,84,431,86.2,2
503,16,0,5,7,88,77,72,75,76,78,378,75.6,1
504,17,2,6,5,70,65,68,64,67,72,336,67.2,0
505,18,0,4,6,84,84,86,83,82,80,415,83.0,2
506,18,1,6,7,90,85,92,87,83,92,439,87.8,2
507,16,2,5,6,85,78,71,80,76,78,383,76.6,2
508,17,0,4,8,85,70,70,68,65,71,344,68.8,1
509,17,1,3,6,77,68,70,65,68,66,337,67.4,1
510,15,2,5,7,91,90,92,89,85,84,440,88.0,2
511,18,0,6,5,74,64,67,63,62,71,327,65.4,0
512,16,2,4,7,85,85,82,83,81,80,411,82.2,2
513,16,1,5,6,81,78,82,79,75,76,390,78.0,1
514,18,0,5,7,77,67,68,69,65,62,331,66.2,0
515,17,2,6,8,88,88,85,83,80,92,428,85.6,2
516,17,1,5,5,64,60,48,58,65,66,297,59.4,0
517,16,0,4,6,89,80,75,85,81,92,413,82.6,2
518,16,0,5,6,94,90,89,88,85,86,438,87.6,2
519,17,2,4,7,75,50,48,53,71,62,284,56.8,0
520,15,1,6,5,77,75,70,78,77,86,386,77.2,1
521,18,2,5,8,90,84,92,83,85,92,436,87.2,2
522,17,0,4,6,91,68,70,71,65,67,341,68.2,1
523,18,0,3,7,86,92,89,91,90,85,447,89.4,2
524,15,1,7,6,69,63,67,60,66,71,327,65.4,0
525,16,2,6,4,89,80,83,81,85,78,407,81.4,2
526,17,2,5,7,85,85,92,90,83,80,430,86.0,2
527,16,0,4,6,89,75,70,68,86,65,364,72.8,1
528,18,1,3,7,62,55,48,60,62,65,290,58.0,0
529,17,2,6,8,92,82,85,89,80,84,420,84.0,2
530,15,0,5,7,92,68,70,72,68,69,347,69.4,1
531,18,1,4,5,90,92,91,88,87,90,448,89.6,2
532,16,0,6,6,77,60,63,62,61,58,304,60.8,0
533,17,2,3,6,86,72,71,71,74,76,364,72.8,1
534,18,2,5,6,92,89,92,91,87,88,447,89.4,2
535,16,0,6,5,93,80,78,75,74,73,380,76.0,1
536,15,0,3,4,72,67,65,62,64,62,320,64.0,0
537,17,1,4,7,85,85,89,87,82,80,423,84.6,2
538,17,2,4,6,89,76,75,80,78,75,384,76.8,1
539,16,0,5,5,77,58,60,59,57,66,300,60.0,0
540,18,1,3,7,88,83,85,87,80,92,427,85.4,2
541,19,0,6,4,91,62,64,60,66,65,317,63.4,1
542,15,2,4,6,86,91,90,89,87,86,443,88.6,2
543,18,1,5,8,91,78,71,72,74,86,381,76.2,1
544,17,2,3,7,72,69,67,65,63,64,328,65.6,0
545,15,0,6,5,90,88,85,83,82,80,418,83.6,2
546,18,1,4,7,85,89,92,91,87,88,447,89.4,2
547,19,0,5,8,90,80,78,75,74,73,380,76.0,1
548,16,2,6,6,75,67,65,62,64,62,320,64.0,0
549,17,1,5,7,91,85,89,87,82,80,423,84.6,2
550,18,2,4,8,84,76,75,80,78,75,384,76.8,1
551,15,0,6,4,76,58,60,59,57,66,300,60.0,0
552,17,1,5,5,92,83,85,87,80,92,427,85.4,2
553,19,2,4,6,75,62,64,60,66,65,317,63.4,1
554,18,0,4,5,95,91,90,89,87,86,443,88.6,2
555,16,2,3,7,77,78,71,72,74,86,381,76.2,1
556,18,1,6,5,67,69,67,65,63,64,328,65.6,0
557,15,0,4,6,90,88,85,83,82,80,418,83.6,2
558,15,1,6,2,56,56,62,42,57,64,281,56.2,0
559,17,0,5,6,71,82,83,80,96,100,441,88.2,2
560,18,1,3,5,70,68,75,80,81,86,390,78.0,1
561,17,2,3,3,64,61,43,40,68,69,281,56.2,0
562,18,2,4,6,93,90,94,81,81,92,438,87.6,2
563,16,1,2,8,88,90,89,96,84,98,457,91.4,2
564,17,1,5,2,67,59,43,49,59,64,274,54.8,0
565,16,2,4,2,75,49,67,41,55,50,262,52.4,0
566,16,0,6,8,67,99,81,90,95,96,461,92.2,2
567,15,0,4,5,68,82,74,74,69,71,370,74.0,1
568,18,0,2,8,82,92,96,98,97,89,472,94.4,2
569,17,0,6,3,72,63,67,48,52,50,280,56.0,0
570,17,2,6,8,85,82,82,99,94,96,453,90.6,2
571,15,2,6,6,80,88,92,85,85,100,450,90.0,2
572,18,1,6,1,52,57,65,56,50,71,299,59.8,0
573,17,1,5,8,95,96,80,90,92,89,447,89.4,2
574,17,2,4,1,60,56,53,64,55,69,297,59.4,0
575,15,2,7,8,95,93,95,93,100,86,467,93.4,2
576,17,2,4,8,66,87,96,89,87,83,442,88.4,2
577,15,1,4,7,73,93,84,91,91,90,449,89.8,2
578,16,2,7,2,62,47,48,59,86,86,326,65.2,0
579,18,2,5,6,64,82,80,73,78,79,392,78.4,1
580,17,1,4,7,86,95,90,89,81,96,451,90.2,2
581,18,1,6,6,71,90,85,91,97,86,449,89.8,2
582,17,1,6,1,57,51,52,51,59,76,289,57.8,0
583,17,2,7,4,79,82,77,78,75,74,386,77.2,1
584,17,0,4,5,95,72,72,79,75,69,367,73.4,1
585,15,1,4,6,61,69,68,79,76,72,364,72.8,1
586,15,2,3,1,85,52,37,58,67,62,276,55.2,0
587,17,0,5,6,82,97,92,94,91,92,466,93.2,2
588,17,2,3,6,84,92,90,91,80,84,437,87.4,2
589,16,2,4,6,91,75,69,69,71,78,362,72.4,1
590,15,0,7,7,95,93,96,84,99,86,458,91.6,2
591,17,2,3,3,93,66,34,65,59,52,276,55.2,0
592,17,1,4,4,76,70,75,72,71,75,363,72.6,1
593,16,1,6,5,57,77,70,80,86,78,391,78.2,1
594,17,0,3,1,56,53,66,62,71,69,321,64.2,0
595,17,2,2,2,67,41,67,51,45,62,266,53.2,0
596,15,1,3,6,88,96,100,84,98,83,461,92.2,2
597,17,2,4,5,88,74,74,72,80,86,386,77.2,1
598,17,2,7,2,50,59,34,59,66,58,276,55.2,0
599,17,1,3,1,53,52,59,60,66,49,286,57.2,0
600,17,2,5,8,71,90,95,100,88,95,468,93.6,2
601,15,1,2,3,64,57,37,47,69,64,274,54.8,0
602,15,1,4,2,59,41,64,63,41,67,276,55.2,0
603,15,2,7,6,76,100,93,95,89,93,470,94.0,2
604,17,2,3,6,66,94,89,99,81,99,462,92.4,2
605,17,1,3,6,87,74,71,73,76,92,386,77.2,1
606,16,2,7,5,62,76,69,71,78,69,363,72.6,1
607,15,2,7,8,90,91,93,93,87,85,449,89.8,2
608,17,2,5,6,67,73,77,73,74,75,372,74.4,1
609,16,1,3,3,71,69,37,60,56,49,271,54.2,0
610,17,1,7,4,76,78,81,74,71,92,396,79.2,1
611,17,2,2,6,75,94,99,93,93,85,464,92.8,2
612,16,2,5,1,70,58,49,44,56,71,278,55.6,0
613,15,0,2,8,84,86,90,90,95,91,452,90.4,2
614,16,2,6,4,62,79,70,73,73,72,367,73.4,1
615,18,1,2,8,78,99,84,91,92,84,450,90.0,2
616,16,0,6,8,95,88,93,84,98,89,452,90.4,2
617,18,1,7,6,52,76,68,75,72,72,363,72.6,1
618,18,1,7,2,56,62,43,50,42,67,264,52.8,0
619,16,1,5,1,63,50,69,47,41,76,283,56.6,0
620,17,1,4,5,57,73,74,72,73,73,365,73.0,1
621,17,0,2,7,73,99,89,94,94,94,470,94.0,2
622,15,2,5,6,100,99,93,88,80,94,454,90.8,2
623,17,1,4,8,89,88,86,92,89,93,448,89.6,2
624,17,2,2,6,89,82,84,92,92,87,437,87.4,2
625,17,0,3,3,70,42,48,67,86,86,329,65.8,0
626,15,0,4,8,99,99,84,86,94,81,444,88.8,2
627,17,1,7,6,92,73,80,76,82,69,380,76.0,1
628,17,0,5,8,78,90,80,89,93,88,440,88.0,2
629,17,2,5,6,76,92,81,97,92,84,446,89.2,2
630,17,2,7,1,66,59,37,45,68,61,270,54.0,0
631,17,2,3,8,82,100,94,96,90,88,468,93.6,2
632,17,2,7,4,73,72,70,71,74,72,359,71.8,1
633,15,0,4,2,64,43,50,70,63,69,295,59.0,0
634,16,2,4,4,72,80,70,73,77,92,392,78.4,1
635,16,1,3,6,77,68,81,79,74,79,381,76.2,1
636,17,0,3,7,91,100,95,91,84,100,470,94.0,2
637,18,0,2,2,67,42,63,45,65,69,284,56.8,0
638,16,0,3,6,93,81,70,82,71,92,396,79.2,1
639,16,1,7,8,82,92,94,82,91,92,451,90.2,2
640,15,0,6,3,63,54,48,52,54,44,252,50.4,0
641,16,0,3,7,97,80,82,95,95,85,437,87.4,2
642,15,2,3,2,74,42,59,69,69,76,315,63.0,0
643,16,1,2,6,71,97,80,89,82,91,439,87.8,2
644,17,1,3,4,90,69,70,71,82,77,369,73.8,1
645,16,1,2,5,92,70,69,71,77,73,360,72.0,1
646,18,2,5,4,57,82,77,79,81,71,390,78.0,1
647,17,2,6,8,95,98,80,98,100,84,460,92.0,2
648,17,2,5,2,53,49,61,41,52,51,254,50.8,0
649,17,2,6,4,73,74,72,77,75,75,373,74.6,1
650,17,0,7,6,93,81,73,70,73,86,383,76.6,1
651,16,0,6,5,85,78,69,82,73,74,376,75.2,1
652,17,1,4,8,76,81,92,99,81,92,445,89.0,2
653,18,1,3,7,87,85,91,94,90,89,449,89.8,2
654,17,1,4,6,89,71,74,78,72,77,372,74.4,1
655,17,1,7,5,62,72,77,79,74,75,377,75.4,1
656,17,2,7,6,91,75,69,76,86,79,385,77.0,1
657,17,0,5,6,98,96,97,81,98,92,464,92.8,2
658,17,0,4,8,81,81,86,89,81,87,424,84.8,2
659,18,0,7,3,72,44,57,69,47,67,284,56.8,0
660,16,0,6,1,74,66,57,41,53,64,281,56.2,0
661,17,2,6,2,58,51,67,50,59,76,303,60.6,0
662,15,2,2,6,86,96,93,89,90,95,463,92.6,2
663,17,1,4,1,82,65,57,51,48,61,282,56.4,0
664,17,0,2,6,55,81,82,69,73,74,379,75.8,1
665,15,1,5,8,66,82,90,96,84,85,437,87.4,2
666,18,2,3,1,57,55,48,44,49,49,245,49.0,0
667,16,0,4,5,60,76,77,74,76,78,381,76.2,1
668,16,0,6,7,75,83,96,95,95,92,461,92.2,2
669,17,0,5,6,84,95,99,80,99,92,465,93.0,2
670,17,0,5,7,74,87,84,86,100,85,442,88.4,2
671,16,0,6,2,52,64,45,67,64,61,301,60.2,0
672,17,2,2,6,92,79,74,81,73,76,383,76.6,1
673,16,0,3,1,61,69,70,45,42,52,278,55.6,0
674,17,0,3,7,85,91,92,85,97,89,454,90.8,2
675,17,2,2,6,62,77,74,71,68,86,376,75.2,1
676,17,2,5,7,75,90,82,97,95,90,454,90.8,2
677,18,0,4,3,84,52,41,55,68,54,270,54.0,0
678,16,1,7,4,71,71,78,80,71,74,374,74.8,1
679,15,1,6,6,88,77,74,71,75,72,369,73.8,1
680,18,1,5,7,82,80,82,81,100,86,429,85.8,2
681,16,2,3,5,77,68,69,82,81,76,376,75.2,1
682,17,0,5,3,54,65,34,59,45,66,269,53.8,0
683,18,1,4,3,56,45,53,45,59,64,266,53.2,0
684,16,1,4,7,87,85,89,94,100,96,464,92.8,2
685,16,0,5,8,89,84,85,96,94,80,439,87.8,2
686,17,2,4,1,55,59,48,44,58,62,271,54.2,0
687,18,2,2,2,67,67,57,51,71,76,322,64.4,0
688,17,2,5,7,74,89,91,81,85,97,443,88.6,2
689,17,1,3,7,67,99,97,94,93,96,479,95.8,2
690,17,0,6,5,79,69,71,69,72,86,367,73.4,1
691,17,2,3,1,87,50,45,60,55,61,271,54.2,0
692,16,2,4,8,80,93,81,81,93,93,441,88.2,2
693,17,1,5,8,81,89,89,93,92,85,448,89.6,2
694,17,1,6,4,87,78,70,74,68,78,368,73.6,1
695,16,0,5,8,90,85,85,81,82,90,423,84.6,2
696,17,0,3,1,57,59,48,62,66,51,286,57.2,0
697,16,1,2,2,81,66,57,60,71,63,317,63.4,0
698,17,1,2,7,78,84,94,93,86,90,447,89.4,2
699,17,0,4,3,91,43,65,45,69,45,267,53.4,0
700,17,2,7,5,60,72,69,77,73,71,362,72.4,1
701,15,2,5,6,63,78,67,82,69,73,369,73.8,1
702,17,2,2,2,59,42,49,56,66,69,282,56.4,0
703,16,2,3,4,92,82,80,75,81,73,391,78.2,1
704,17,0,3,6,71,87,82,87,88,94,438,87.6,2
705,17,1,6,6,81,100,89,94,98,87,468,93.6,2
706,15,0,2,6,86,87,81,92,94,89,443,88.6,2
707,17,1,5,8,100,91,83,89,99,100,462,92.4,2
708,18,1,7,3,64,62,70,63,55,72,322,64.4,0
709,16,0,2,7,93,83,80,87,80,84,414,82.8,2
710,16,2,3,1,92,53,65,68,67,76,329,65.8,0
711,15,0,5,5,61,82,81,68,76,79,386,77.2,1
712,17,0,5,5,82,82,74,69,78,75,378,75.6,1
713,16,0,7,4,62,79,72,79,75,78,383,76.6,1
714,17,0,3,2,58,70,45,65,45,61,286,57.2,0
715,17,1,2,3,82,41,51,45,61,47,245,49.0,0
716,15,1,6,2,59,48,68,56,50,44,266,53.2,0
717,16,2,2,7,93,88,86,100,91,80,445,89.0,2
718,18,0,7,2,60,45,34,62,48,66,255,51.0,0
719,16,2,7,6,98,94,98,96,96,89,473,94.6,2
720,16,2,5,4,77,79,75,80,81,72,387,77.4,1
721,17,2,4,7,80,94,85,100,81,100,460,92.0,2
722,17,2,4,1,66,56,48,45,67,58,274,54.8,0
723,15,0,4,6,81,91,95,86,96,80,448,89.6,2
724,15,2,6,4,72,77,74,71,71,76,369,73.8,1
725,16,1,5,4,60,73,75,69,68,69,354,70.8,1
726,15,2,7,2,93,55,44,51,43,65,258,51.6,0
727,16,0,7,4,91,76,75,72,74,79,376,75.2,1
728,17,2,2,6,62,72,81,75,77,72,377,75.4,1
729,17,2,4,2,59,67,63,65,41,61,297,59.4,0
730,18,2,7,5,61,74,80,74,75,69,372,74.4,1
731,17,1,7,5,55,78,67,73,75,72,365,73.0,1
732,15,1,5,6,62,73,70,75,82,80,380,76.0,1
733,17,2,6,4,92,73,82,70,82,74,381,76.2,1
734,17,2,5,1,71,56,69,59,47,49,280,56.0,0
735,17,1,5,6,78,87,89,95,91,87,449,89.8,2
736,17,1,4,7,88,97,89,100,99,92,477,95.4,2
737,16,0,2,2,66,41,41,57,64,61,264,52.8,0
738,17,0,6,3,55,58,41,62,64,66,291,58.2,0
739,18,1,3,5,51,76,74,71,86,72,379,75.8,1
740,17,0,7,8,75,80,81,82,99,95,437,87.4,2
741,16,2,5,2,55,64,48,47,44,76,279,55.8,0
742,18,1,2,3,61,55,44,63,52,61,275,55.0,0
743,17,1,2,6,58,69,81,82,79,92,403,80.6,1
744,16,2,7,2,75,65,70,45,71,76,327,65.4,0
745,16,2,3,5,88,68,70,80,71,78,367,73.4,1
746,17,2,4,7,70,87,83,92,93,93,448,89.6,2
747,17,0,4,8,91,84,91,97,85,84,441,88.2,2
748,17,0,5,8,84,94,82,91,90,84,441,88.2,2
749,18,2,2,3,51,70,69,50,71,44,304,60.8,0
750,18,2,6,4,86,80,81,77,80,86,404,80.8,1
751,15,0,4,7,71,91,85,97,80,87,440,88.0,2
752,16,1,7,3,55,67,48,50,56,69,290,58.0,0
753,17,1,6,8,87,89,82,91,95,90,447,89.4,2
754,18,1,4,2,58,43,66,43,63,50,265,53.0,0
755,17,1,5,6,60,70,74,82,69,92,387,77.4,1
756,16,0,6,3,85,69,48,50,62,58,287,57.4,0
757,15,0,4,5,54,72,70,78,71,79,370,74.0,1
758,18,1,7,1,59,47,60,59,65,66,297,59.4,0
759,16,2,4,8,99,96,98,95,84,86,459,91.8,2
760,17,2,4,1,67,47,44,61,56,54,262,52.4,0
761,17,2,2,4,63,80,82,69,73,92,396,79.2,1
762,16,2,6,1,87,60,57,64,41,69,291,58.2,0
763,18,0,7,6,99,87,99,88,83,90,447,89.4,2
764,15,1,6,4,52,80,68,81,72,76,377,75.4,1
765,17,0,5,1,58,58,54,52,69,52,285,57.0,0
766,17,1,3,4,92,72,68,73,77,78,368,73.6,1
767,15,0,6,6,82,77,80,82,77,72,388,77.6,1
768,17,1,4,6,56,70,72,73,86,77,378,75.6,1
769,15,1,7,7,73,98,92,83,97,94,464,92.8,2
770,16,0,4,6,90,83,82,96,93,87,441,88.2,2
771,17,0,5,5,64,68,67,82,69,75,361,72.2,1
772,17,1,2,6,78,91,90,86,93,95,455,91.0,2
773,17,0,5,1,59,62,37,42,43,71,255,51.0,0
774,17,1,3,7,78,95,82,93,80,87,437,87.4,2
775,17,2,7,4,61,73,71,69,76,74,363,72.6,1
776,15,1,4,8,99,82,96,91,93,81,443,88.6,2
777,16,0,4,3,67,64,64,55,57,50,290,58.0,0
778,17,1,2,4,58,72,68,75,76,71,362,72.4,1
779,17,2,5,8,99,86,98,90,97,96,467,93.4,2
780,16,0,4,6,71,85,85,97,86,85,438,87.6,2
781,16,2,6,4,56,75,82,72,75,69,373,74.6,1
782,17,1,4,2,72,61,48,69,61,62,301,60.2,0
783,17,0,7,8,68,80,89,95,86,100,450,90.0,2
784,16,0,7,6,82,99,83,80,85,84,431,86.2,2
785,17,2,7,6,74,77,72,82,86,71,388,77.6,1
786,15,1,4,8,70,84,81,87,97,99,448,89.6,2
787,16,2,4,2,68,47,51,67,56,50,271,54.2,0
788,16,2,5,3,62,67,43,56,86,58,310,62.0,0
789,17,2,5,1,51,64,59,55,48,64,290,58.0,0
790,17,1,4,8,89,84,95,96,92,89,456,91.2,2
791,16,2,7,1,56,59,44,53,57,53,266,53.2,0
792,18,1,6,5,62,73,70,69,75,86,373,74.6,1
793,16,2,7,5,56,75,74,75,86,77,387,77.4,1
794,17,1,4,6,90,92,91,81,96,85,445,89.0,2
795,17,0,4,2,61,53,45,41,41,61,241,48.2,0
796,15,0,3,6,62,75,77,74,77,79,382,76.4,1
797,16,0,3,6,73,91,80,88,86,95,440,88.0,2
798,16,0,5,1,77,48,48,49,50,66,261,52.2,0
799,16,2,2,5,64,77,77,80,86,81,401,80.2,1
800,18,2,4,2,57,62,60,59,71,51,303,60.6,0
801,17,0,3,7,82,85,92,87,91,94,449,89.8,2
802,17,1,4,2,55,52,65,61,41,69,288,57.6,0
803,15,2,4,7,74,83,98,100,82,92,455,91.0,2
804,16,0,5,8,79,100,90,91,89,92,462,92.4,2
805,17,0,7,3,57,57,37,59,59,53,265,53.0,0
806,17,0,5,6,50,80,72,80,81,92,405,81.0,1
807,15,2,4,8,82,97,80,90,84,81,432,86.4,2
808,17,1,2,5,59,75,67,69,72,74,357,71.4,1
809,17,0,7,4,91,80,77,69,74,72,372,74.4,1
810,18,2,5,2,58,59,50,42,52,58,261,52.2,0
811,17,0,4,6,75,79,82,70,77,75,383,76.6,1
812,17,0,6,8,85,96,89,89,88,89,451,90.2,2
813,17,0,3,3,67,58,61,41,50,67,277,55.4,0
814,16,0,4,1,86,47,52,53,55,58,265,53.0,0
815,16,0,7,4,94,78,70,73,81,80,382,76.4,1
816,18,2,4,5,67,79,67,76,69,73,364,72.8,1
817,16,1,2,8,65,89,86,91,88,98,452,90.4,2
818,17,2,2,2,55,61,61,54,44,64,284,56.8,0
819,15,1,6,6,51,75,75,76,77,81,384,76.8,1
820,17,0,7,6,90,97,89,92,91,88,457,91.4,2
821,18,1,6,5,83,77,72,75,76,78,378,75.6,1
822,17,2,5,1,92,59,53,59,65,58,294,58.8,0
823,17,0,5,2,70,65,49,48,68,76,306,61.2,0
824,17,2,6,6,92,79,78,73,79,69,378,75.6,1
825,16,1,4,3,59,66,64,55,47,67,299,59.8,0
826,17,0,4,5,62,78,70,71,86,71,376,75.2,1
827,18,2,2,2,72,70,56,51,57,69,303,60.6,0
828,16,2,5,3,54,44,34,60,66,72,276,55.2,0
829,15,1,2,7,89,92,83,100,86,92,453,90.6,2
830,15,2,4,8,83,100,94,94,86,90,464,92.8,2
831,17,0,2,6,89,85,84,100,89,90,448,89.6,2
832,17,2,6,4,84,80,78,78,81,72,389,77.8,1
833,17,1,3,3,70,69,48,62,65,69,313,62.6,0
834,16,2,4,1,64,59,67,62,50,64,302,60.4,0
835,16,0,3,8,87,90,83,80,97,84,434,86.8,2
836,18,1,4,1,71,64,51,56,54,53,278,55.6,0
837,16,1,3,1,51,44,51,52,69,62,278,55.6,0
838,17,1,6,4,58,74,67,78,78,75,372,74.4,1
839,17,2,4,8,73,95,97,87,80,92,451,90.2,2
840,17,0,7,4,58,72,71,68,77,79,367,73.4,1
841,15,0,2,1,73,65,48,44,67,76,300,60.0,0
842,15,1,7,4,60,69,81,75,68,72,365,73.0,1
843,17,0,4,5,61,81,81,71,72,92,397,79.4,1
844,15,2,5,4,64,79,75,81,80,74,389,77.8,1
845,15,2,4,8,72,87,90,80,98,84,439,87.8,2
846,16,0,2,4,50,74,73,68,80,81,376,75.2,1
847,16,1,2,3,53,49,41,41,51,61,243,48.6,0
848,17,0,4,8,94,92,100,93,85,95,465,93.0,2
849,15,0,2,2,63,41,47,48,86,53,275,55.0,0
850,18,2,2,5,76,74,81,77,76,92,400,80.0,1
851,16,2,3,5,63,72,77,78,79,72,378,75.6,1
852,17,0,5,6,89,70,67,74,76,72,359,71.8,1
853,15,0,6,6,82,96,93,98,86,92,465,93.0,2
854,16,2,7,2,86,57,53,60,47,53,270,54.0,0
855,17,2,4,7,86,93,93,83,94,83,446,89.2,2
856,17,1,7,6,96,95,85,86,98,85,449,89.8,2
857,18,2,5,4,73,69,71,75,78,77,370,74.0,1
858,17,1,2,2,58,49,41,61,55,65,271,54.2,0
859,18,2,4,4,80,75,74,71,80,71,371,74.2,1
860,17,0,2,6,80,81,69,69,77,73,369,73.8,1
861,17,0,6,4,80,68,70,78,78,72,366,73.2,1
862,16,2,4,5,83,70,77,72,73,75,367,73.4,1
863,17,1,3,3,56,49,44,43,57,66,259,51.8,0
864,16,0,7,2,57,52,54,44,57,76,283,56.6,0
865,17,0,5,3,72,53,43,69,69,69,303,60.6,0
866,17,2,6,6,64,69,74,82,79,92,396,79.2,1
867,15,2,6,8,71,96,81,85,97,92,451,90.2,2
868,17,0,6,6,88,100,86,91,94,84,455,91.0,2
869,17,1,4,8,100,97,86,98,100,94,475,95.0,2
870,17,1,3,4,74,74,75,77,71,74,371,74.2,1
871,17,0,7,6,73,91,83,91,91,99,455,91.0,2
872,17,1,2,7,88,92,89,80,97,91,449,89.8,2
873,17,2,7,5,63,81,82,71,68,72,374,74.8,1
874,17,0,2,7,77,88,84,95,88,85,440,88.0,2
875,15,2,3,2,72,67,34,63,44,76,284,56.8,0
876,17,2,2,6,85,83,86,88,93,99,449,89.8,2
877,16,2,3,6,68,80,73,80,78,79,390,78.0,1
878,15,2,4,5,50,76,70,75,81,86,388,77.6,1
879,17,1,3,4,52,70,81,77,75,71,374,74.8,1
880,16,1,7,6,71,71,75,81,79,80,386,77.2,1
881,15,0,5,4,93,71,73,74,79,77,374,74.8,1
882,16,0,7,1,86,67,53,67,71,53,311,62.2,0
883,16,1,3,8,98,97,100,82,99,90,468,93.6,2
884,17,2,7,1,91,66,65,69,65,63,328,65.6,0
885,18,0,2,4,60,70,80,71,68,74,363,72.6,1
886,18,2,5,3,66,56,69,48,59,71,303,60.6,0
887,18,1,2,5,58,80,77,77,74,73,381,76.2,1
888,17,1,6,2,71,63,37,55,71,66,292,58.4,0
889,17,2,3,6,70,94,91,81,92,93,451,90.2,2
890,15,0,4,5,66,82,67,82,68,73,372,74.4,1
891,17,1,6,1,66,64,48,67,65,76,320,64.0,0
892,18,1,4,6,75,78,80,78,79,74,389,77.8,1
893,16,1,6,5,85,81,67,68,86,78,380,76.0,1
894,18,0,3,6,75,97,83,81,100,91,452,90.4,2
895,16,0,2,6,80,75,68,79,75,80,377,75.4,1
896,17,2,7,1,70,41,48,61,44,66,260,52.0,0
897,16,1,6,8,69,87,92,81,85,90,435,87.0,2
898,16,0,4,6,88,88,94,88,93,95,458,91.6,2
899,18,1,6,2,55,69,48,53,62,66,298,59.6,0
900,18,0,4,3,56,59,64,49,68,47,287,57.4,0
901,17,1,3,8,76,91,83,83,89,86,432,86.4,2
902,16,2,6,3,55,45,65,57,42,47,256,51.2,0
903,17,2,6,6,89,92,82,89,91,100,454,90.8,2
904,17,2,2,3,69,42,49,51,86,50,278,55.6,0
905,16,1,5,7,73,91,83,85,97,93,449,89.8,2
906,15,0,5,1,92,40,59,66,47,66,278,55.6,0
907,17,1,5,7,86,80,82,94,81,92,429,85.8,2
908,17,1,4,1,71,48,47,56,65,47,263,52.6,0
909,16,0,7,5,52,69,71,76,79,75,370,74.0,1
910,16,2,7,3,71,53,63,58,66,65,305,61.0,0
911,17,0,4,4,84,69,73,72,71,73,358,71.6,1
912,17,2,6,1,93,68,41,63,65,76,313,62.6,0
913,16,2,5,5,65,71,67,72,71,81,362,72.4,1
914,15,0,3,1,68,64,52,55,67,53,291,58.2,0
915,18,0,2,6,50,73,70,71,74,78,366,73.2,1
916,17,1,7,7,72,88,86,87,80,83,424,84.8,2
917,15,1,6,2,66,52,53,51,59,53,268,53.6,0
918,17,1,5,2,63,54,59,60,52,51,276,55.2,0
919,17,0,5,8,88,98,94,96,82,93,463,92.6,2
920,18,2,6,6,78,83,97,87,86,95,448,89.6,2
921,17,1,3,6,82,81,95,84,98,96,454,90.8,2
922,18,2,5,4,61,80,70,82,80,77,389,77.8,1
923,17,0,2,4,65,68,73,75,77,73,366,73.2,1
924,16,0,3,4,65,80,70,69,73,71,363,72.6,1
925,17,2,2,5,80,73,77,70,81,86,387,77.4,1
926,15,1,4,3,56,65,63,67,52,64,311,62.2,0
927,16,0,3,2,67,54,62,63,41,61,281,56.2,0
